a,b,c,alpha,phi1,PHI,phi2,GrainID
0.16068,0.13477,0.16068,180,325.54,130.05,38.19,2795
0.39104,0.15434,0.39104,35.181,201.53,52.933,158.17,2796
0.16068,0.13477,0.16068,120,326.38,93.815,192.75,2797
0.15751,0.15751,0.15751,165,40.853,114.69,200.8,2798
0.15751,0.15751,0.15751,91.432,265.89,63.404,157.55,2799
0.15751,0.15751,0.15751,20.35,293.36,48.613,117.35,2800
0.16068,0.13477,0.16068,60,92.186,144.35,195.59,2801
0.13768,0.10935,0.13768,60,322.05,46.553,251.32,2802
0.16068,0.13477,0.16068,60,292.34,99.82,108.77,2803
0.14013,0.084933,0.14013,60,244.4,74.156,143.65,2804
0.15558,0.096246,0.15558,78.436,84.976,140.44,117.5,2805
1.8187,0.7841,1.8187,79.64,87.952,63.165,83.695,2806
0.15558,0.096246,0.15558,101.56,306.2,2.4026,135.43,2807
0.15751,0.15751,0.15751,17.427,310.57,100.28,117.71,2808
0.15558,0.096246,0.15558,78.436,132.84,178.55,229.21,2809
0.31997,0.17479,0.31997,60,146.49,35.281,104.98,2810
0.16068,0.13477,0.16068,60,189.47,123.74,103.82,2811
0.16068,0.13477,0.16068,120,34.316,103.87,249.91,2812
0.15751,0.15751,0.15751,179.97,167.69,121.1,72.757,2813
0.15558,0.096246,0.15558,101.56,121.13,70.951,121.87,2814
0.16422,0.11267,0.16422,60,16.274,107.56,116.53,2815
0.11776,0.10209,0.11776,60,142.11,47.711,119.73,2816
0.080789,0.080789,0.080789,90,76.098,149.92,89.019,2817
0.080789,0.080789,0.080789,89.974,73.884,150.81,87.199,2818
0.16501,0.069365,0.16501,30,315.36,35.105,5.5518,2819
0.26122,0.13564,0.26122,48.751,115.12,75.991,113.86,2820
0.16422,0.11267,0.16422,180,8.8228,102.57,116.12,2821
0.16068,0.13477,0.16068,6.9845e-10,348.08,154.13,150.5,2822
0.15751,0.15751,0.15751,90,346.24,176,147.71,2823
0.16068,0.13477,0.16068,60,300.78,111.23,113.67,2824
0.15782,0.11486,0.15782,150,3.6232,54.554,195.28,2825
0.31936,0.16524,0.31936,122.28,169.79,40.54,308,2826
0.15782,0.11486,0.15782,90,322.99,47.535,251.17,2827
0.11776,0.10209,0.11776,60,40.17,103.86,135.85,2828
0.16422,0.11267,0.16422,60,168.08,41.78,307.67,2829
0.30382,0.1737,0.30382,64.634,178.43,120.08,325.05,2830
0.11776,0.10209,0.11776,5.365e-08,239.85,146.35,179.89,2831
0.11776,0.10209,0.11776,180,308.2,102.6,227.56,2832
2.5345,1.5224,2.5345,67.51,306.51,104.51,225.59,2833
0.14835,0.12472,0.14835,90,178.9,67.851,153.36,2834
0.16068,0.13477,0.16068,60,173.52,91.344,86.014,2835
0.15782,0.11486,0.15782,90,55.648,50.284,40.626,2836
0.13768,0.10935,0.13768,2.86e-08,174.31,91.463,85.773,2837
0.26122,0.13564,0.26122,48.751,220.23,137.07,158.9,2838
0.46616,0.23783,0.46616,170.56,298.59,90.821,155.82,2839
0.080789,0.080789,0.080789,0,144.26,86.151,305.81,2840
0.3727,0.1438,0.3727,60,144.35,85.817,306.14,2841
0.080789,0.080789,0.080789,90.039,139.32,81.772,307.38,2842
0.22819,0.15635,0.22819,8.3941e-10,31.997,113.2,195.32,2843
0.27558,0.17869,0.27558,7.035e-10,218.79,142.75,166.65,2844
0.3207,0.15405,0.3207,60,55.948,152.25,347.98,2845
0.16068,0.13477,0.16068,60,187.3,56.229,47.922,2846
0.15782,0.11486,0.15782,30,279.31,102.85,231.57,2847
0.15782,0.11486,0.15782,90,278.55,107.73,231.19,2848
0.16068,0.13477,0.16068,2.5262e-09,51.254,22.382,174.23,2849
0.15751,0.15751,0.15751,109.19,245.29,43.058,66.637,2850
0.29075,0.17066,0.29075,109.49,266.9,97.44,108.84,2851
0.14013,0.084933,0.14013,120,348.64,84.447,107.31,2852
0.15782,0.11486,0.15782,30,100.03,43.557,333.75,2853
0.15782,0.11486,0.15782,90,92.214,155.53,249.94,2854
0.14835,0.12472,0.14835,90,142.02,78.703,95.716,2855
6.1221,5.5184,6.1221,63.34,346.3,74.929,84.611,2856
0.35542,0.25697,0.35542,69.625,320.46,34.88,230.8,2857
0.14835,0.12472,0.14835,90,310.83,33.137,265.37,2858
0.13768,0.10935,0.13768,60,329.28,124.04,189.35,2859
0.080789,0.080789,0.080789,135.68,73.811,150.92,86.566,2860
0.16501,0.069365,0.16501,30,129.62,163.72,303.72,2861
0.11776,0.10209,0.11776,120,123.94,154.57,113.1,2862
0.15558,0.096246,0.15558,101.56,303.78,27.667,242.11,2863
0.15782,0.11486,0.15782,150,184.39,156.89,274.47,2864
0.16068,0.13477,0.16068,60,268.84,88.452,283.09,2865
0.15782,0.11486,0.15782,90,358.63,91.743,225.4,2866
0.15558,0.096246,0.15558,101.56,312.75,136.87,213.18,2867
0.29381,0.14469,0.29381,109.07,189.65,137.99,134.04,2868
0.15782,0.11486,0.15782,30,137.37,61.649,301.44,2869
0.13768,0.10935,0.13768,60,44.137,110.47,248.34,2870
0.15558,0.096246,0.15558,41.564,40.109,101.42,134.46,2871
0.15782,0.11486,0.15782,90,85.702,144.64,187.73,2872
0.15782,0.11486,0.15782,90,144.06,173.27,152.74,2873
0.15558,0.096246,0.15558,18.436,189.99,105.01,103.24,2874
0.13768,0.10935,0.13768,120,40.541,117.42,110.14,2875
0.31982,0.14461,0.31982,178.01,40.69,118.34,200.73,2876
0.16068,0.13477,0.16068,180,90.955,113.37,239.6,2877
0.15558,0.096246,0.15558,101.56,73.048,152.74,85.326,2878
1.2813,0.8579,1.2813,17.742,240.23,63.326,124.64,2879
0.080789,0.080789,0.080789,90.292,296.85,91.878,155.97,2880
0.16422,0.11267,0.16422,120,143.98,86.042,305.6,2881
0.11776,0.10209,0.11776,60,143.75,86.8,306.08,2882
0.15558,0.096246,0.15558,101.56,20.757,14.024,165.45,2883
3.2272,1.7673,3.2272,86.171,79.605,103.35,255.17,2884
0.16501,0.069365,0.16501,90,10.246,39.625,135.22,2885
0.11776,0.10209,0.11776,120,227.2,136.66,144.57,2886
0.11776,0.10209,0.11776,120,322.59,45.128,254.36,2887
0.11776,0.10209,0.11776,60,35.762,47.757,109.94,2888
0.15558,0.096246,0.15558,41.564,153.19,131.78,286.96,2889
0.080789,0.080789,0.080789,90,175.01,91.323,87.309,2890
0.30419,0.16312,0.30419,6.7546,315.3,29.808,145.39,2891
0.15751,0.15751,0.15751,126.95,44.303,35.826,66.812,2892
0.15751,0.15751,0.15751,11.967,42.984,155.58,164.14,2893
0.16068,0.13477,0.16068,2.9478e-09,313.99,33.056,236.41,2894
0.36829,0.20264,0.36829,89.183,219.93,138.92,159.61,2895
0.16068,0.13477,0.16068,180,15.484,108.9,117.97,2896
0.16068,0.13477,0.16068,60,322.76,84.6,226.14,2897
0.45416,0.16257,0.45416,122.93,299.22,89.068,155.28,2898
0.13768,0.10935,0.13768,180,116.43,88.119,294.02,2899
0.080789,0.080789,0.080789,89.984,123.95,155.28,113.03,2900
0.11776,0.10209,0.11776,60,34.207,110.75,190.91,2901
0.15558,0.096246,0.15558,18.436,303.57,25.46,245.98,2902
0.14835,0.12472,0.14835,150,346.72,111.74,231.91,2903
0.16501,0.069365,0.16501,30,137.78,62.094,121.24,2904
0.15558,0.096246,0.15558,41.564,124.26,121.24,106.16,2905
0.16068,0.13477,0.16068,6.9392e-10,0.36591,49.634,170.81,2906
0.15751,0.15751,0.15751,90,41.778,117.21,109.79,2907
0.15751,0.15751,0.15751,8.8594e-05,314.49,129.48,267.67,2908
0.15751,0.15751,0.15751,168.05,2.4492,33.843,124.01,2909
0.15751,0.15751,0.15751,90.502,3.7028,52.419,196.7,2910
0.37619,0.19857,0.37619,39.569,40.67,117.15,110.07,2911
0.14835,0.12472,0.14835,90,250.97,127.5,163.61,2912
0.080789,0.080789,0.080789,0.051427,221.04,138.66,160.29,2913
0.30512,0.16051,0.30512,51.199,117.94,43.299,310.4,2914
0.14835,0.12472,0.14835,30,151.97,78.726,288.28,2915
0.26263,0.16249,0.26263,104.49,95.024,76.442,99.147,2916
0.15558,0.096246,0.15558,101.56,252.32,29.446,2.6303,2917
0.13768,0.10935,0.13768,60,120.14,79.6,111.27,2918
0.25043,0.15691,0.25043,172.23,268.81,78.009,132.91,2919
1.3214,0.57172,1.3214,81.753,38.489,90.869,52.308,2920
0.15782,0.11486,0.15782,30,105.46,21.95,181.67,2921
0.15782,0.11486,0.15782,90,122.31,46.86,282.07,2922
0.16068,0.13477,0.16068,120,209.44,52.494,125.81,2923
0.15558,0.096246,0.15558,101.56,351.83,109.08,158.38,2924
1.7403,1.1096,1.7403,99.25,83.996,35.46,114.37,2925
0.16068,0.13477,0.16068,120,265.86,149.04,207.21,2926
0.15751,0.15751,0.15751,122.39,251.46,127.88,162.91,2927
0.15751,0.15751,0.15751,90.147,305.85,138.66,342.62,2928
0.15751,0.15751,0.15751,35.22,16.575,108.71,118.59,2929
0.13768,0.10935,0.13768,120,196.94,71.305,332.22,2930
0.30744,0.14854,0.30744,66.165,196.54,71.695,332.52,2931
0.30512,0.16051,0.30512,68.801,41.206,117.65,109.31,2932
0.30845,0.13783,0.30845,67.785,222.27,139.14,161.03,2933
0.11776,0.10209,0.11776,60,41.334,117.3,198.82,2934
0.080789,0.080789,0.080789,11.295,221.26,139.36,160.57,2935
0.12389,0.12389,0.12389,126.74,73.266,140.28,235.67,2936
0.14013,0.084933,0.14013,60,306.45,4.3283,235.54,2937
0.14013,0.084933,0.14013,2.1923e-09,127.52,129.81,105.09,2938
0.080789,0.080789,0.080789,147.5,230.42,143.71,174.74,2939
0.15558,0.096246,0.15558,101.56,152.49,136.99,122.25,2940
0.15751,0.15751,0.15751,162.59,120.33,176.75,220.62,2941
0.080789,0.080789,0.080789,90.026,215.87,60.145,165.71,2942
0.15782,0.11486,0.15782,150,133.99,49.184,359.69,2943
0.16068,0.13477,0.16068,120,68.795,129.73,106.94,2944
0.15751,0.15751,0.15751,141.44,47.057,157.12,256.6,2945
0.15751,0.15751,0.15751,21.074,188.52,106.32,102.47,2946
0.16068,0.13477,0.16068,60,3.1258,33.801,213.4,2947
0.44015,0.22592,0.44015,66.274,117.7,89.408,294.25,2948
0.11776,0.10209,0.11776,60,72.427,152.25,86,2949
0.080789,0.080789,0.080789,90,297.09,90.973,155.75,2950
0.11776,0.10209,0.11776,120,192.66,80.013,337.24,2951
0.15782,0.11486,0.15782,90,228.7,143.22,173.19,2952
0.26368,0.1604,0.26368,12.913,34.775,111.85,191.43,2953
0.14835,0.12472,0.14835,150,144.33,85.504,306.93,2954
0.25043,0.15691,0.25043,67.774,212.7,71.083,171.88,2955
0.15558,0.096246,0.15558,18.436,79.242,74.76,61.615,2956
0.15751,0.15751,0.15751,6.1624e-05,344.5,129.65,227.86,2957
0.15751,0.15751,0.15751,126.79,183.97,104.76,109.37,2958
0.15751,0.15751,0.15751,39.737,42.396,41.69,199.99,2959
0.16068,0.13477,0.16068,120,196.58,177.38,259.57,2960
0.14013,0.084933,0.14013,60,196.87,71.173,332.43,2961
0.080789,0.080789,0.080789,89.997,68.212,128.91,106.82,2962
0.080789,0.080789,0.080789,89.97,222.25,138.44,160.75,2963
0.13768,0.10935,0.13768,1.2865e-09,299.77,52.678,283.37,2964
0.080789,0.080789,0.080789,90.025,297.57,90.943,155.06,2965
0.15558,0.096246,0.15558,41.564,109.44,167.99,258.45,2966
6.5905,3.4844,6.5905,124.12,72.59,67.071,71.882,2967
0.15558,0.096246,0.15558,78.436,18.077,91.873,68.336,2968
0.2778,0.24069,0.2778,60,144.74,86.743,304.74,2969
0.39413,0.24447,0.39413,50.181,12.375,100.27,112.9,2970
0.16422,0.11267,0.16422,120,61.532,141.4,174.2,2971
0.16068,0.13477,0.16068,60,222.87,69.832,156.6,2972
0.16422,0.11267,0.16422,60,26.635,157.95,206.41,2973
0.13768,0.10935,0.13768,180,344.49,144.27,205.46,2974
0.15751,0.15751,0.15751,109.44,181.99,105.75,107.38,2975
0.15751,0.15751,0.15751,165,24.992,96.285,35.465,2976
0.27558,0.17869,0.27558,120,197.04,71.363,332.71,2977
0.14835,0.12472,0.14835,150,302.19,107.77,331.32,2978
0.080789,0.080789,0.080789,0,41.118,117.41,199.68,2979
0.080789,0.080789,0.080789,154.62,40.872,40.979,200.07,2980
0.14013,0.084933,0.14013,180,299.66,51.892,101.05,2981
0.13768,0.10935,0.13768,120,297.46,91.985,154.73,2982
0.13768,0.10935,0.13768,180,162.15,175.85,336.22,2983
0.16501,0.069365,0.16501,90,78.9,111.16,250.2,2984
0.11776,0.10209,0.11776,1.9001e-09,279.35,112.43,170.53,2985
0.11776,0.10209,0.11776,1.5001e-09,12.301,100.25,112.65,2986
0.16422,0.11267,0.16422,120,269.26,55.989,333.59,2987
0.16422,0.11267,0.16422,120,358.15,68.738,100.43,2988
0.15558,0.096246,0.15558,78.436,262.75,83.715,127.81,2989
0.16068,0.13477,0.16068,1.1596e-09,105.18,32.796,2.2636,2990
0.14013,0.084933,0.14013,120,277.48,115.93,159.38,2991
0.080789,0.080789,0.080789,90,41.543,117.91,199.79,2992
0.080789,0.080789,0.080789,90.026,41.392,117.88,109.75,2993
0.080789,0.080789,0.080789,90,146.67,77.259,309.55,2994
0.16501,0.069365,0.16501,150,37.584,79.509,52.848,2995
0.16501,0.069365,0.16501,30,208.25,66.754,357.91,2996
0.14013,0.084933,0.14013,120,78.276,150.25,91.55,2997
0.13768,0.10935,0.13768,120,76.957,149.55,91.418,2998
0.14013,0.084933,0.14013,60,349.83,93.974,218.18,2999
0.16068,0.13477,0.16068,120,5.5414,25.088,208.17,3000
0.26462,0.16041,0.26462,60,324.99,94.306,143.93,3001
0.13768,0.10935,0.13768,180,34.474,110.85,191.29,3002
0.15751,0.15751,0.15751,0.79572,339.7,149.25,359.17,3003
0.11776,0.10209,0.11776,60,227.8,139.07,147.4,3004
0.15782,0.11486,0.15782,30,35.888,111.24,126.43,3005
0.15782,0.11486,0.15782,150,35.376,110.31,125.94,3006
0.15782,0.11486,0.15782,90,226.79,138.23,146.04,3007
0.16068,0.13477,0.16068,120,262.92,85.285,130.23,3008
0.16422,0.11267,0.16422,120,290.51,123.75,153.17,3009
0.14835,0.12472,0.14835,30,210.97,15.663,152.81,3010
0.080789,0.080789,0.080789,90,182.54,57.719,29.331,3011
0.27479,0.1553,0.27479,170.84,3.903,33.492,213.32,3012
0.41701,0.16899,0.41701,179.39,3.2505,33.397,123.51,3013
0.27319,0.13125,0.27319,2.7998e-09,41.304,41.532,200.43,3014
0.54569,0.31508,0.54569,0.88209,41.976,41.822,199.88,3015
0.13768,0.10935,0.13768,120,175.4,53.465,186.26,3016
0.39491,0.23094,0.39491,54.092,98.708,66.193,281.14,3017
0.14835,0.12472,0.14835,90,238.35,54.123,353.94,3018
0.080789,0.080789,0.080789,90,324.64,93.949,143.96,3019
0.15751,0.15751,0.15751,89.722,12.306,99.121,112.59,3020
0.13768,0.10935,0.13768,1.6094e-09,262.07,38.01,86.412,3021
0.15558,0.096246,0.15558,78.436,35.819,111.54,126.98,3022
0.16068,0.13477,0.16068,60,171.98,103.66,85.968,3023
0.15751,0.15751,0.15751,146.13,133.7,146.42,256.73,3024
0.15751,0.15751,0.15751,162.63,245.21,23.4,198.98,3025
0.16068,0.13477,0.16068,120,190.09,54.86,154.01,3026
0.15782,0.11486,0.15782,30,271.53,141,246.19,3027
0.13768,0.10935,0.13768,180,41.891,118.2,201.5,3028
0.15558,0.096246,0.15558,161.56,300.87,87.509,154.64,3029
0.080789,0.080789,0.080789,90,257.85,68.678,202.8,3030
0.27321,0.16774,0.27321,7.4755,305.41,26.495,155.63,3031
0.15558,0.096246,0.15558,18.436,182.13,155.97,329.18,3032
0.11776,0.10209,0.11776,1.6055e-09,124.84,154.53,113.78,3033
0.16068,0.13477,0.16068,120,156.22,32.437,120.1,3034
0.15782,0.11486,0.15782,90,137.39,63.572,300.61,3035
0.27321,0.16774,0.27321,52.524,228.65,139.98,147.78,3036
0.15751,0.15751,0.15751,90,92.014,42.487,14.484,3037
0.15751,0.15751,0.15751,88.794,230.63,141.8,149.79,3038
0.16068,0.13477,0.16068,2.2644e-10,302.38,161.1,236.87,3039
0.11776,0.10209,0.11776,180,359.54,70.553,189.7,3040
0.16068,0.13477,0.16068,180,57.898,24.492,76.32,3041
0.15782,0.11486,0.15782,30,250.22,126.31,199.74,3042
0.080789,0.080789,0.080789,90,328.79,73.029,128.16,3043
0.16422,0.11267,0.16422,60,219.72,138.15,157.65,3044
0.26877,0.14568,0.26877,118.11,3.1266,35.661,123.56,3045
2.9778,0.89189,2.9778,176.35,73.307,106.73,234.19,3046
0.16068,0.13477,0.16068,60,237.54,54.102,355.04,3047
0.15558,0.096246,0.15558,41.564,208.27,29.802,208.66,3048
0.11776,0.10209,0.11776,60,107.24,106.85,71.609,3049
0.16501,0.069365,0.16501,90,172.34,103.21,85.697,3050
0.16068,0.13477,0.16068,120,144.48,47.729,94.224,3051
0.16068,0.13477,0.16068,120,221.69,79.349,173.45,3052
0.16068,0.13477,0.16068,60,246.78,23.314,197.95,3053
0.15558,0.096246,0.15558,78.436,255.76,71.804,160.59,3054
0.25043,0.15691,0.25043,7.7736,319.57,73.509,195.3,3055
0.16068,0.13477,0.16068,120,177.07,31.188,340.88,3056
0.15751,0.15751,0.15751,89.976,32.978,111.91,174.13,3057
0.15751,0.15751,0.15751,75.168,208.09,124.53,124.47,3058
0.15751,0.15751,0.15751,8.8561e-05,238.7,54.636,132.41,3059
0.16068,0.13477,0.16068,1.1553e-09,152.9,34.466,317.14,3060
0.14013,0.084933,0.14013,120,128.93,169.74,260.36,3061
8.9618,3.8052,8.9618,63.75,303.18,134.47,226,3062
0.11776,0.10209,0.11776,60,161.2,106,74.419,3063
0.16068,0.13477,0.16068,7.6815e-10,0.98069,71.337,100.04,3064
0.15782,0.11486,0.15782,90,258.76,26.86,240.54,3065
0.16501,0.069365,0.16501,90,251.11,64.473,132.41,3066
0.14013,0.084933,0.14013,2.2437e-09,70.933,154.22,80.904,3067
0.11776,0.10209,0.11776,120,76.945,110.68,247.98,3068
0.15782,0.11486,0.15782,90,187.52,156.19,154.57,3069
6.5605,3.0158,6.5605,139.19,341.93,95.45,213.32,3070
0.45775,0.16819,0.45775,175.56,324.16,93.487,144.19,3071
0.11776,0.10209,0.11776,2.6166e-09,163.42,66.966,307.83,3072
0.11776,0.10209,0.11776,120,230.25,47.415,251.36,3073
0.16068,0.13477,0.16068,120,202.9,108.18,106.18,3074
0.15782,0.11486,0.15782,90,174.87,66.138,66.9,3075
0.16068,0.13477,0.16068,60,79.413,46.626,209.29,3076
0.15782,0.11486,0.15782,90,201.66,106.05,105.01,3077
0.15751,0.15751,0.15751,7.1389e-05,149.73,117.8,271.06,3078
0.15751,0.15751,0.15751,33.868,58.293,82.832,49.148,3079
0.080789,0.080789,0.080789,90.084,125.51,150.16,33.216,3080
0.11776,0.10209,0.11776,60,357.36,70.579,76.232,3081
0.15782,0.11486,0.15782,30,207.13,125.15,113.41,3082
0.13768,0.10935,0.13768,120,180.88,111.01,104.49,3083
0.15782,0.11486,0.15782,90,65.03,52.58,253.75,3084
0.15558,0.096246,0.15558,101.56,336.6,113.29,128.15,3085
0.14013,0.084933,0.14013,60,137.1,34.445,191.52,3086
0.2881,0.13464,0.2881,57.512,297.65,91.878,156,3087
0.15558,0.096246,0.15558,78.436,100.33,99.201,58.428,3088
5.3524,2.8091,5.3524,88.65,323.03,84.562,136.94,3089
0.26122,0.13564,0.26122,71.249,77.921,110.52,247.8,3090
0.16422,0.11267,0.16422,120,166.75,73.628,343.94,3091
0.15782,0.11486,0.15782,30,331.42,88.717,82.513,3092
0.15751,0.15751,0.15751,122.5,81.22,61.523,221.41,3093
0.15751,0.15751,0.15751,90,93.087,105.37,60.376,3094
0.15751,0.15751,0.15751,119.35,266.99,174.16,280.14,3095
0.15782,0.11486,0.15782,30,66.01,22.145,214.02,3096
0.40133,0.19371,0.40133,29.17,262.31,37.626,86.114,3097
0.14835,0.12472,0.14835,30,131.35,171.8,126.34,3098
0.15751,0.15751,0.15751,122.63,55.155,127.38,270.5,3099
0.26877,0.14568,0.26877,178.11,163.58,68.794,308.03,3100
0.13768,0.10935,0.13768,120,211.96,120.38,295.83,3101
0.27435,0.24217,0.27435,140.75,163.31,66.18,308.23,3102
0.14835,0.12472,0.14835,150,319.87,114.09,63.755,3103
0.16068,0.13477,0.16068,1.7477e-09,10.986,13.839,83.73,3104
0.13768,0.10935,0.13768,180,0.18772,72.326,189.49,3105
0.16068,0.13477,0.16068,60,242.3,37.876,61.373,3106
0.15751,0.15751,0.15751,92.311,343.51,143.58,76.096,3107
0.15751,0.15751,0.15751,146.21,125.62,61.085,229.12,3108
0.15751,0.15751,0.15751,53.185,289.75,22.151,53.886,3109
0.15558,0.096246,0.15558,101.56,39.832,138.27,219.64,3110
0.15751,0.15751,0.15751,180,299.47,120.57,343.8,3111
0.16068,0.13477,0.16068,180,76.797,143.73,256.99,3112
0.15782,0.11486,0.15782,90,314.32,110.43,204.24,3113
0.16068,0.13477,0.16068,60,177.3,38.533,162.94,3114
0.15782,0.11486,0.15782,90,307.31,109.72,198.82,3115
0.15751,0.15751,0.15751,0,9.594,68.489,198.87,3116
0.16068,0.13477,0.16068,60,181.34,69.51,330.97,3117
0.15751,0.15751,0.15751,90,187.25,72.011,271.46,3118
0.45775,0.16819,0.45775,115.56,134.86,67.608,124.15,3119
0.16068,0.13477,0.16068,120,267.48,131.8,161.3,3120
0.14835,0.12472,0.14835,90,34.03,108.73,124.22,3121
6.2346,1.7187,6.2346,97.795,260.75,131.91,331.5,3122
0.16068,0.13477,0.16068,60,34.904,108.45,124.28,3123
0.15751,0.15751,0.15751,88.409,137.43,63.931,299.57,3124
0.16068,0.13477,0.16068,120,335.37,136.44,26.42,3125
0.16068,0.13477,0.16068,180,304.02,61.312,204.05,3126
0.15782,0.11486,0.15782,30,25.113,158.07,111.89,3127
0.16068,0.13477,0.16068,120,10.524,32.454,146.27,3128
0.15751,0.15751,0.15751,109.5,168.47,7.161,300.41,3129
0.15751,0.15751,0.15751,14.915,223.36,136.2,304.34,3130
0.16068,0.13477,0.16068,60,200.2,60.117,105.7,3131
0.16068,0.13477,0.16068,60,42.583,42.268,237.17,3132
0.15782,0.11486,0.15782,90,189.71,139.07,270.82,3133
0.15558,0.096246,0.15558,18.436,84.876,97.177,82.617,3134
0.29381,0.14469,0.29381,49.07,220.62,138.07,159.2,3135
1.8316,0.87965,1.8316,49.84,72.503,155.85,267.99,3136
0.11776,0.10209,0.11776,5.6585e-09,196.2,65.691,274.23,3137
0.14835,0.12472,0.14835,90,241.32,48.88,152.93,3138
0.16068,0.13477,0.16068,7.157e-10,86.746,104.35,256.39,3139
0.15751,0.15751,0.15751,179.8,278.99,31.615,156.27,3140
0.14835,0.12472,0.14835,90,104.13,69.294,300.76,3141
0.13768,0.10935,0.13768,120,180.01,68.359,331.11,3142
0.080789,0.080789,0.080789,74.408,283.35,107.99,236.32,3143
0.13768,0.10935,0.13768,120,8.149,99.291,180.68,3144
0.11776,0.10209,0.11776,180,197.81,111.16,308.81,3145
0.11776,0.10209,0.11776,60,359.85,71.034,189.78,3146
0.080789,0.080789,0.080789,180,0.92282,69.999,188.57,3147
0.13768,0.10935,0.13768,60,0.36534,71.474,189.08,3148
0.15782,0.11486,0.15782,90,140.54,99.819,88.871,3149
0.16068,0.13477,0.16068,60,155.87,70.54,311.66,3150
0.15782,0.11486,0.15782,90,149.49,170.61,281.13,3151
0.16068,0.13477,0.16068,60,317.44,99.867,160.9,3152
0.15782,0.11486,0.15782,90,177.18,36.872,143.87,3153
0.15782,0.11486,0.15782,90,188.79,52.862,180.69,3154
0.16068,0.13477,0.16068,60,40.267,156.36,299.16,3155
1.2005,0.47464,1.2005,83.285,69.241,124.97,44.45,3156
0.43677,0.17041,0.43677,178.3,188.93,142.21,270.2,3157
0.16068,0.13477,0.16068,180,137.64,114.15,243.76,3158
0.15558,0.096246,0.15558,78.436,29.538,63.876,169.69,3159
0.16422,0.11267,0.16422,4.6623e-13,16.553,108.9,117.97,3160
0.080789,0.080789,0.080789,60.813,16.392,109.09,117.83,3161
0.14013,0.084933,0.14013,120,246.97,51.089,342.95,3162
0.27479,0.1553,0.27479,129.16,215.47,26.218,32.342,3163
0.14835,0.12472,0.14835,30,314.64,148.24,111.43,3164
0.16501,0.069365,0.16501,90,229.03,48.349,166.65,3165
0.13768,0.10935,0.13768,60,199.27,95.841,109,3166
0.11776,0.10209,0.11776,120,1.1291,70.279,188.25,3167
0.16068,0.13477,0.16068,120,94.379,29.554,153.13,3168
0.16068,0.13477,0.16068,60,180.39,55.008,26.608,3169
0.11776,0.10209,0.11776,180,271.88,108.83,336.45,3170
0.11776,0.10209,0.11776,180,276.37,53.438,128.91,3171
0.16501,0.069365,0.16501,150,272.09,96.895,107.25,3172
0.16068,0.13477,0.16068,180,13.133,38.12,80.006,3173
0.16068,0.13477,0.16068,120,68.998,33.217,54.446,3174
0.16501,0.069365,0.16501,90,327.34,82.887,220.33,3175
3.2116,2.2818,3.2116,64.043,96.809,118.09,249,3176
0.11776,0.10209,0.11776,180,137.25,146.53,125.88,3177
0.11776,0.10209,0.11776,60,126.8,117.19,265.65,3178
0.13768,0.10935,0.13768,180,357.96,16.893,192.05,3179
0.16068,0.13477,0.16068,60,113.58,38.19,193.49,3180
0.16501,0.069365,0.16501,90,344,114.19,165.52,3181
0.16501,0.069365,0.16501,90,292.31,141.45,346.1,3182
0.11776,0.10209,0.11776,120,333.22,135.83,26.18,3183
0.30305,0.14028,0.30305,63.547,335.99,147.67,359.79,3184
0.16501,0.069365,0.16501,90,262.36,131.36,182.88,3185
0.98464,0.32737,0.98464,104.71,305.63,132.38,224.2,3186
0.080789,0.080789,0.080789,90.291,283.53,166.1,11.261,3187
0.13768,0.10935,0.13768,120,187.72,44.29,307.16,3188
0.16501,0.069365,0.16501,90,165.3,119.59,76.742,3189
0.13768,0.10935,0.13768,120,247.04,33.042,60.837,3190
0.16501,0.069365,0.16501,90,246.17,32.784,61.731,3191
0.43964,0.15311,0.43964,3.4203,40.364,120.45,199.79,3192
0.30272,0.16391,0.30272,1.9605,340.62,132.66,223.32,3193
0.28279,0.1524,0.28279,60,220.4,138.54,158.83,3194
0.11776,0.10209,0.11776,60,203.87,49.404,21.46,3195
0.16422,0.11267,0.16422,60,99.114,35.573,204.87,3196
0.16068,0.13477,0.16068,60,254.65,100.75,171.93,3197
0.15558,0.096246,0.15558,78.436,178.72,38.931,81.554,3198
0.11776,0.10209,0.11776,60,234.07,42.955,69.295,3199
0.11776,0.10209,0.11776,60,359.21,70.425,99.975,3200
0.16501,0.069365,0.16501,90,63.375,72.529,68.803,3201
0.14835,0.12472,0.14835,30,256.02,17.819,214.27,3202
0.15782,0.11486,0.15782,30,332.07,153.83,58.511,3203
0.28279,0.1524,0.28279,120,341.06,132,224.86,3204
6.6471,4.1183,6.6471,1.0976,352.15,106.51,218.17,3205
0.16501,0.069365,0.16501,90,326.09,104.45,139.94,3206
0.15558,0.096246,0.15558,41.564,320.52,86.43,227.93,3207
0.16068,0.13477,0.16068,60,329.91,169.01,131.96,3208
0.14013,0.084933,0.14013,120,83.657,85.685,269.95,3209
0.11776,0.10209,0.11776,60,334.5,77.996,203.07,3210
0.36484,0.20289,0.36484,85.732,275.16,92.559,232.45,3211
0.15782,0.11486,0.15782,30,175.02,85.941,259.11,3212
0.11776,0.10209,0.11776,60,36.081,51.436,170.26,3213
0.16501,0.069365,0.16501,90,99.832,109.97,49.338,3214
4.7103,1.0117,4.7103,90.095,79.273,103.79,255.1,3215
