a,b,c,alpha,phi1,PHI,phi2,GrainID
0.080789,0.080789,0.080789,129.86,59.75,22.151,94.859,1886
0.11776,0.10209,0.11776,60,24.871,74.371,86.732,1887
0.14835,0.12472,0.14835,90,268.71,130.09,184.65,1888
0.16068,0.13477,0.16068,120,139.78,27.58,65.529,1889
0.16068,0.13477,0.16068,120,311.7,37.54,345.96,1890
0.15751,0.15751,0.15751,88.975,113.56,177.92,210.16,1891
0.080789,0.080789,0.080789,89.961,352.12,148.18,199.55,1892
0.15558,0.096246,0.15558,18.436,125.33,112.13,236.74,1893
0.11776,0.10209,0.11776,2.5673e-09,197.7,130.08,277.63,1894
0.15558,0.096246,0.15558,101.56,77.724,100.41,270.61,1895
0.13768,0.10935,0.13768,120,28.398,138.32,215.69,1896
0.15782,0.11486,0.15782,90,99.704,36.516,31.977,1897
0.14835,0.12472,0.14835,150,31.042,46.331,61.921,1898
0.11776,0.10209,0.11776,180,63.628,120.81,110.72,1899
0.11776,0.10209,0.11776,60,304.77,60.531,204.99,1900
0.16068,0.13477,0.16068,60,285.05,80.889,302.79,1901
0.30382,0.1737,0.30382,115.37,193.46,93.583,251,1902
0.16068,0.13477,0.16068,60,33.991,55.184,239.46,1903
0.11776,0.10209,0.11776,120,223.42,156.57,208.03,1904
0.11776,0.10209,0.11776,60,67.145,79.316,48.547,1905
0.080789,0.080789,0.080789,89.959,282.43,83.818,222.85,1906
0.11776,0.10209,0.11776,1.1131e-08,17.073,116.97,148.45,1907
0.15782,0.11486,0.15782,150,313.72,106.78,328.43,1908
0.15782,0.11486,0.15782,90,269.03,143.25,23.227,1909
0.16068,0.13477,0.16068,120,352.23,27.653,125.17,1910
0.16068,0.13477,0.16068,60,359.39,89.4,65.793,1911
0.15782,0.11486,0.15782,90,173.65,152.14,146.05,1912
0.36069,0.20635,0.36069,89.927,247.32,53.558,263.73,1913
0.15751,0.15751,0.15751,180,82.188,142.01,270.9,1914
0.15782,0.11486,0.15782,90,226.92,6.7725,280,1915
0.11776,0.10209,0.11776,60,81.693,141.56,270.81,1916
0.080789,0.080789,0.080789,62.733,91.962,110.83,234.91,1917
0.14013,0.084933,0.14013,180,294.94,66.627,279.96,1918
1.0681,0.37248,1.0681,83.684,114.83,113.99,259.54,1919
0.30419,0.16312,0.30419,66.755,189.89,70.858,16.125,1920
0.13768,0.10935,0.13768,60,203.69,51.059,339,1921
0.15558,0.096246,0.15558,101.56,293.32,99.487,296.06,1922
1.7151,0.98313,1.7151,55.278,74.758,56.601,53.148,1923
0.080789,0.080789,0.080789,95.19,227.37,175.07,170.37,1924
0.47369,0.18026,0.47369,12.044,23.281,149.35,182.69,1925
0.13768,0.10935,0.13768,180,180.32,42.446,221.77,1926
0.15558,0.096246,0.15558,138.44,116.83,62.089,84.152,1927
0.11776,0.10209,0.11776,120,283.27,83.103,223.06,1928
0.16068,0.13477,0.16068,180,50.093,19.457,101.49,1929
0.40723,0.17346,0.40723,2.4598,12.026,147.46,178.13,1930
0.12389,0.12389,0.12389,110.59,70.572,99.661,66.514,1931
0.16501,0.069365,0.16501,90,347.11,41.817,214.68,1932
0.16501,0.069365,0.16501,90,291.65,143.32,43.157,1933
0.16501,0.069365,0.16501,90,49.362,54.72,207.35,1934
0.15751,0.15751,0.15751,127.55,36.606,154.78,57.368,1935
0.15751,0.15751,0.15751,17.334,279.76,130.18,220.56,1936
0.080789,0.080789,0.080789,90.13,149.9,54.403,333.62,1937
0.16501,0.069365,0.16501,150,24.012,149.44,183.53,1938
0.11776,0.10209,0.11776,120,115.33,61.358,84.385,1939
0.16501,0.069365,0.16501,30,130.39,67.565,295.52,1940
0.14013,0.084933,0.14013,120,297.97,124.09,349.58,1941
0.35059,0.19302,0.35059,43.51,45.814,92.39,69.577,1942
0.15558,0.096246,0.15558,41.564,271.93,77.356,126.89,1943
0.11776,0.10209,0.11776,120,335.92,112.64,128.33,1944
0.16068,0.13477,0.16068,120,345.71,44.131,214.36,1945
0.15558,0.096246,0.15558,78.436,136.45,16.798,278.27,1946
0.11776,0.10209,0.11776,120,18.311,153.11,179.49,1947
0.16501,0.069365,0.16501,90,267.69,114.34,128.97,1948
0.080789,0.080789,0.080789,90,3.1854,71.763,82.986,1949
0.15782,0.11486,0.15782,90,304.39,82.925,293.32,1950
0.16068,0.13477,0.16068,60,120.76,77.318,307.46,1951
0.15558,0.096246,0.15558,41.564,246.69,44.33,64.166,1952
0.66903,0.25957,0.66903,130.73,62.346,81.616,251.88,1953
0.27577,0.15423,0.27577,115.53,130.18,67.306,295.18,1954
0.080789,0.080789,0.080789,42.572,290.51,126.27,254.74,1955
0.080789,0.080789,0.080789,1.3691e-07,359.24,99.349,106.26,1956
0.080789,0.080789,0.080789,90,40.775,40.317,88.197,1957
0.14013,0.084933,0.14013,180,237.7,104.96,301.28,1958
0.33749,0.18071,0.33749,144.94,274.27,74.998,127.35,1959
0.14013,0.084933,0.14013,60,158.1,72.711,232.83,1960
0.25859,0.13789,0.25859,61.43,272.07,90.588,228.88,1961
0.15782,0.11486,0.15782,30,279.35,76.912,116.93,1962
0.16068,0.13477,0.16068,60,299.18,127.02,69.361,1963
0.13768,0.10935,0.13768,1.0208e-09,355.72,68.836,99.267,1964
0.080789,0.080789,0.080789,89.922,145.53,121.14,256.54,1965
0.14013,0.084933,0.14013,60,0.17569,139.05,49.699,1966
0.15782,0.11486,0.15782,90,353.73,43.625,180.28,1967
0.16068,0.13477,0.16068,120,323.02,148.53,37.688,1968
0.15751,0.15751,0.15751,39.995,351.06,111.94,211.98,1969
0.14835,0.12472,0.14835,150,60.877,101.22,271.02,1970
0.58274,0.56116,0.58274,16.842,358.2,159.75,161.93,1971
0.16422,0.11267,0.16422,60,131.34,66.95,114.42,1972
0.3759,0.17757,0.3759,154.18,114.02,92.512,73.787,1973
0.16068,0.13477,0.16068,60,274.64,77.089,127.3,1974
0.15558,0.096246,0.15558,78.436,27.927,152.5,192.24,1975
0.15558,0.096246,0.15558,41.564,285.51,142.55,70.888,1976
0.15782,0.11486,0.15782,150,358.58,139.27,88.074,1977
0.15751,0.15751,0.15751,125.12,32.964,102.28,177.86,1978
0.15751,0.15751,0.15751,141.24,259.3,82.097,141.82,1979
0.15751,0.15751,0.15751,126.87,113.14,80.359,52.727,1980
0.15782,0.11486,0.15782,150,134.51,98.81,74.235,1981
0.11776,0.10209,0.11776,60,286.2,68.973,138.54,1982
0.14013,0.084933,0.14013,60,185.67,48.952,212.88,1983
0.080789,0.080789,0.080789,111.88,160.81,17.326,292.81,1984
0.13768,0.10935,0.13768,60,125.44,84.696,68.487,1985
0.13768,0.10935,0.13768,8.138e-10,16.494,139.73,36.026,1986
0.080789,0.080789,0.080789,90,173.75,47.877,111.64,1987
0.11776,0.10209,0.11776,120,288.55,95.72,115.06,1988
0.2265,0.12744,0.2265,60,302.47,75.415,137.99,1989
0.16501,0.069365,0.16501,90,50.687,94.618,132.5,1990
0.14013,0.084933,0.14013,60,356.22,134.07,135.27,1991
2.3424,0.60411,2.3424,71.604,283.05,147.82,256.22,1992
0.14835,0.12472,0.14835,30,284.36,134.83,259.24,1993
0.15558,0.096246,0.15558,18.436,358.43,137.42,226.74,1994
0.15751,0.15751,0.15751,24.465,91.088,138.67,254.75,1995
0.15751,0.15751,0.15751,165.08,135.93,88.135,137.82,1996
0.15751,0.15751,0.15751,164.85,109.71,88.133,66.1,1997
0.11776,0.10209,0.11776,120,200.41,109.06,92.427,1998
0.080789,0.080789,0.080789,90.131,14.155,26.524,97.373,1999
0.11776,0.10209,0.11776,120,219.48,86.595,180.7,2000
0.15558,0.096246,0.15558,78.436,20.735,60.82,91.627,2001
0.25043,0.15691,0.25043,67.774,273.9,101.58,114.58,2002
0.14835,0.12472,0.14835,90,222.69,102.6,97.894,2003
0.16422,0.11267,0.16422,1.9633e-12,72.873,75.886,49.212,2004
0.30744,0.14854,0.30744,6.1646,189.24,75.323,152.51,2005
0.16068,0.13477,0.16068,180,205.21,118.2,278.66,2006
0.15751,0.15751,0.15751,163.08,343.89,64.743,202.99,2007
0.16068,0.13477,0.16068,1.3238e-10,320.11,76.26,123.7,2008
0.15558,0.096246,0.15558,138.44,244.16,119.24,135.68,2009
0.30354,0.13986,0.30354,52.607,294.22,123.31,344.41,2010
0.16068,0.13477,0.16068,60,72.96,150.51,273.8,2011
1.7412,1.1691,1.7412,71.075,259.51,150.24,323.91,2012
0.15558,0.096246,0.15558,78.436,18.052,102.35,186.41,2013
0.14013,0.084933,0.14013,120,226.73,98.195,129.31,2014
0.080789,0.080789,0.080789,90,287.62,97.024,115.4,2015
3.9931,2.3286,3.9931,44.852,283.12,77.926,92.733,2016
0.11776,0.10209,0.11776,60,49.794,122.41,135.59,2017
0.15558,0.096246,0.15558,78.436,248.42,33.448,157.33,2018
0.14835,0.12472,0.14835,90,38.213,97.243,98.794,2019
0.11776,0.10209,0.11776,60,329.63,43.609,112.3,2020
0.16422,0.11267,0.16422,60,155.89,30.008,152.55,2021
0.16068,0.13477,0.16068,1.3891e-10,16.1,114.48,147.69,2022
0.15751,0.15751,0.15751,26.316,195.75,74.389,346.88,2023
0.16068,0.13477,0.16068,60,325.07,77.238,112.96,2024
0.16068,0.13477,0.16068,1.3906e-10,8.1472,39.316,107.68,2025
0.080789,0.080789,0.080789,90,199.3,108.53,91.354,2026
0.14835,0.12472,0.14835,150,3.6043,155.47,221.64,2027
0.16422,0.11267,0.16422,60,215.47,34.73,238.1,2028
0.16501,0.069365,0.16501,90,355.19,138.14,215.09,2029
2.5801,1.157,2.5801,63.373,271.51,84.039,286.33,2030
0.16501,0.069365,0.16501,90,213.2,46.355,166.91,2031
0.31936,0.16524,0.31936,57.724,107.2,24.95,356.95,2032
0.15751,0.15751,0.15751,119.42,38.092,100.56,98.828,2033
0.11776,0.10209,0.11776,120,224.17,108.7,299.99,2034
0.14013,0.084933,0.14013,60,20.969,85.697,168.64,2035
0.16501,0.069365,0.16501,90,175.26,166.07,47.813,2036
5.6362,2.0221,5.6362,68.438,354.75,75.159,183.8,2037
0.16068,0.13477,0.16068,120,191.21,80.722,108.34,2038
0.30382,0.1737,0.30382,55.366,299.91,27.149,149.17,2039
0.16068,0.13477,0.16068,1.4231e-10,343.83,21.11,135.15,2040
0.15558,0.096246,0.15558,18.436,265.28,145.25,4.0999,2041
0.13768,0.10935,0.13768,120,226.27,7.2544,281.6,2042
0.15782,0.11486,0.15782,90,225.64,124.77,303.13,2043
0.16501,0.069365,0.16501,90,222.7,45.219,252.74,2044
0.16501,0.069365,0.16501,90,84.12,40.773,358.59,2045
0.16068,0.13477,0.16068,120,171.14,47.714,111.52,2046
0.11776,0.10209,0.11776,120,200.33,3.4213,313.68,2047
0.16501,0.069365,0.16501,150,244.84,139.77,305.72,2048
0.16501,0.069365,0.16501,90,199.35,138.12,106.68,2049
3.8351,1.6704,3.8351,73.48,68.623,68.2,249.69,2050
0.16068,0.13477,0.16068,60,13.904,46.247,74.717,2051
0.16068,0.13477,0.16068,180,181.21,38.91,295.9,2052
0.16501,0.069365,0.16501,90,356.08,140.48,47.436,2053
0.15558,0.096246,0.15558,78.436,158.42,30.691,151.64,2054
0.16068,0.13477,0.16068,60,237.75,53.163,268.56,2055
0.15782,0.11486,0.15782,90,355.28,140.46,45.688,2056
0.16068,0.13477,0.16068,1.3578e-10,25.779,71.212,86.018,2057
0.15782,0.11486,0.15782,150,186.11,126.5,100.36,2058
0.14835,0.12472,0.14835,90,304.02,61.56,205.61,2059
0.11776,0.10209,0.11776,120,154.49,71.218,14.51,2060
0.16068,0.13477,0.16068,60,303.72,76.089,120.49,2061
0.16068,0.13477,0.16068,60,209.26,34.908,205.3,2062
0.15782,0.11486,0.15782,150,334.84,121.15,230.23,2063
0.080789,0.080789,0.080789,169.89,60.396,96.399,237.92,2064
0.15782,0.11486,0.15782,30,37.578,128.89,197.11,2065
0.14835,0.12472,0.14835,150,313.91,112.77,209.97,2066
0.16068,0.13477,0.16068,60,318.34,51.98,108.82,2067
0.15558,0.096246,0.15558,41.564,119.41,44.243,278.24,2068
0.44629,0.13488,0.44629,5.6041,91.481,89.289,40.913,2069
0.14835,0.12472,0.14835,90,248.25,149.85,107.52,2070
0.16068,0.13477,0.16068,60,268.59,49.686,300.46,2071
0.14013,0.084933,0.14013,120,7.6138,139.54,81.601,2072
0.33909,0.27581,0.33909,133.04,186.67,40.401,189.14,2073
0.14835,0.12472,0.14835,30,51.598,151.44,174.75,2074
0.11776,0.10209,0.11776,1.9661e-09,192.08,131.25,104.38,2075
0.16068,0.13477,0.16068,60,343.71,115.9,137.91,2076
0.15782,0.11486,0.15782,90,326.99,67.002,98.433,2077
0.41105,0.21267,0.41105,150,57.647,120.01,270.17,2078
0.13768,0.10935,0.13768,120,26.698,92.316,208.64,2079
0.14013,0.084933,0.14013,120,32.052,74.973,71.018,2080
0.15558,0.096246,0.15558,78.436,40.718,53.921,197.53,2081
0.16501,0.069365,0.16501,90,291.35,132.99,237.35,2082
0.13768,0.10935,0.13768,180,121.78,177.82,217.18,2083
0.15558,0.096246,0.15558,41.564,122.21,63.818,113.7,2084
0.30018,0.12897,0.30018,46.008,15.369,63.772,186.17,2085
0.15782,0.11486,0.15782,90,83.939,20.314,148.13,2086
0.080789,0.080789,0.080789,90,190.06,128.1,103.23,2087
0.14013,0.084933,0.14013,60,231.41,117.84,305.69,2088
0.27689,0.14222,0.27689,113.73,208.91,34.282,205.6,2089
0.14013,0.084933,0.14013,1.4802e-09,192.27,89.874,330.58,2090
0.11776,0.10209,0.11776,60,6.8386,29.133,103.47,2091
0.14835,0.12472,0.14835,90,146.86,145.66,136.58,2092
0.11776,0.10209,0.11776,60,152.16,44.567,143.93,2093
0.13768,0.10935,0.13768,3.5989e-10,99.016,42.935,199.1,2094
0.15558,0.096246,0.15558,41.564,269.14,136.81,239.99,2095
0.080789,0.080789,0.080789,84.793,2.6331,115.64,13.472,2096
0.15782,0.11486,0.15782,90,197.19,31.046,191.6,2097
0.11776,0.10209,0.11776,180,317.7,57.027,350.27,2098
0.15782,0.11486,0.15782,150,109.54,32.144,17.936,2099
0.16068,0.13477,0.16068,120,177.29,71.897,342.75,2100
0.28835,0.12285,0.28835,180,1.1132,129.79,181.12,2101
0.13768,0.10935,0.13768,1.1306e-09,356.45,106.5,150.73,2102
0.11776,0.10209,0.11776,180,180.68,86.77,347.84,2103
0.16501,0.069365,0.16501,90,7.9862,55.506,77.538,2104
0.080789,0.080789,0.080789,90,3.1826,68.527,74.029,2105
0.11776,0.10209,0.11776,180,181.05,32.431,292.36,2106
0.16068,0.13477,0.16068,60,203.34,93.78,272.86,2107
0.13768,0.10935,0.13768,1.1506e-09,58.243,59.758,252,2108
0.26122,0.13564,0.26122,11.249,219.02,135.16,175.54,2109
0.14835,0.12472,0.14835,150,312.24,149.82,105.03,2110
0.26122,0.13564,0.26122,71.249,72.504,151.92,183.11,2111
0.080789,0.080789,0.080789,89.964,357.75,7.7425,142,2112
0.080789,0.080789,0.080789,90.038,340.6,72.386,83.134,2113
0.080789,0.080789,0.080789,90.434,18.399,61.373,179.96,2114
0.16501,0.069365,0.16501,30,328.51,149.23,250.55,2115
0.080789,0.080789,0.080789,95.671,82.531,83.912,271.2,2116
0.16501,0.069365,0.16501,90,110.14,103.94,238.46,2117
0.16501,0.069365,0.16501,150,358.55,42.574,107.23,2118
0.12389,0.12389,0.12389,117.28,71.63,147.85,190.1,2119
0.28632,0.27097,0.28632,65.275,177.52,76.193,343.51,2120
0.2265,0.12744,0.2265,6.8713e-13,69.761,97.885,71.688,2121
0.16068,0.13477,0.16068,120,150.8,62.355,308.57,2122
0.16068,0.13477,0.16068,120,204.62,80.842,112.91,2123
0.15782,0.11486,0.15782,90,234.61,116.5,306.76,2124
0.15751,0.15751,0.15751,33.895,34.322,123.18,231.94,2125
0.30744,0.14854,0.30744,113.84,27.973,81.334,71.327,2126
0.15782,0.11486,0.15782,30,47.766,87.41,45.814,2127
0.16501,0.069365,0.16501,150,198.94,132.21,150.94,2128
0.16873,0.14351,0.16873,56.94,225.79,110.72,126.47,2129
0.16422,0.11267,0.16422,60,353.45,132.82,72.132,2130
0.16501,0.069365,0.16501,150,335.45,53.622,93.009,2131
0.16422,0.11267,0.16422,180,341.31,103.72,179.63,2132
0.27577,0.15423,0.27577,4.4742,111.63,99.617,81.482,2133
0.29024,0.14452,0.29024,120,295.19,123.61,345.97,2134
0.14013,0.084933,0.14013,120,115.06,117.65,81.071,2135
0.15782,0.11486,0.15782,150,122.71,58.267,126.39,2136
0.15751,0.15751,0.15751,148.3,25.745,116.87,131.56,2137
0.15751,0.15751,0.15751,118.47,122.75,57.397,124.69,2138
0.15751,0.15751,0.15751,70.71,111.84,41.351,206.86,2139
0.15751,0.15751,0.15751,125.25,139.01,147,127.73,2140
0.15751,0.15751,0.15751,90,348.72,141.03,100.34,2141
0.16068,0.13477,0.16068,8.2222e-10,72.323,23.094,39.123,2142
0.30419,0.16312,0.30419,173.25,183.9,100.8,107.57,2143
0.14835,0.12472,0.14835,30,15.422,56.878,78.893,2144
1.9396,0.68372,1.9396,82.891,341.52,71.18,83.188,2145
0.080789,0.080789,0.080789,94.641,198.76,131.81,150.99,2146
0.16501,0.069365,0.16501,150,1.7238,129.87,181.44,2147
0.15558,0.096246,0.15558,41.564,36.933,85.244,72.066,2148
0.11776,0.10209,0.11776,120,306.54,6.2786,208.13,2149
0.15782,0.11486,0.15782,90,52.155,36.928,92.892,2150
0.16068,0.13477,0.16068,60,77.406,148.82,326.13,2151
0.15751,0.15751,0.15751,156.65,240.36,160.19,94.811,2152
0.16068,0.13477,0.16068,180,184.24,54.064,173.75,2153
0.14835,0.12472,0.14835,30,249.24,56.027,203.94,2154
0.080789,0.080789,0.080789,90,206.34,94.076,115.41,2155
0.15558,0.096246,0.15558,138.44,130.49,28.492,76.457,2156
0.14013,0.084933,0.14013,120,59.212,68.843,85.334,2157
0.16068,0.13477,0.16068,5.3272e-10,210.12,132.97,139.12,2158
0.15751,0.15751,0.15751,85.628,175.46,138.47,273.43,2159
0.15751,0.15751,0.15751,90,324.58,10.783,259.96,2160
0.15751,0.15751,0.15751,118.16,124.13,127.26,251.9,2161
0.15751,0.15751,0.15751,0,160.58,93.882,82.705,2162
0.15751,0.15751,0.15751,90,277.16,37.258,330.08,2163
0.15751,0.15751,0.15751,89.928,17.891,27.646,87.457,2164
0.15751,0.15751,0.15751,38.875,307.88,138.93,110.85,2165
0.31936,0.16524,0.31936,177.72,76.876,84.679,236.77,2166
0.15751,0.15751,0.15751,38.717,242.45,110.16,104.01,2167
0.16068,0.13477,0.16068,60,0.39685,142.01,194.11,2168
0.31936,0.16524,0.31936,117.72,27.786,82.965,161.51,2169
0.15782,0.11486,0.15782,30,272.1,43.215,325.52,2170
0.11776,0.10209,0.11776,60,353.01,92.599,89.746,2171
1.4889,0.89527,1.4889,44.866,285.27,66.964,94.378,2172
0.14013,0.084933,0.14013,120,178.64,43.991,102.02,2173
0.15751,0.15751,0.15751,90.071,106.76,99.675,82.858,2174
0.15782,0.11486,0.15782,150,357.45,90.209,194.43,2175
0.14835,0.12472,0.14835,150,115.46,94.212,235.94,2176
0.16068,0.13477,0.16068,60,177.94,53.862,187.09,2177
0.15558,0.096246,0.15558,41.564,129.25,123.77,96.787,2178
0.15558,0.096246,0.15558,78.436,328.08,55.042,243.92,2179
0.080789,0.080789,0.080789,90.208,321.36,146.67,261.51,2180
0.16422,0.11267,0.16422,120,154.17,123.42,277.43,2181
0.11776,0.10209,0.11776,120,27.014,80.099,71.747,2182
2.8298,1.1732,2.8298,64.697,293.3,53.232,143.35,2183
0.16068,0.13477,0.16068,180,155.06,88.019,296.99,2184
0.15751,0.15751,0.15751,0,226.32,136.15,303.8,2185
0.15751,0.15751,0.15751,90,287.46,163.25,344.33,2186
0.15751,0.15751,0.15751,146.13,88.62,151.15,257.51,2187
0.15751,0.15751,0.15751,54.638,245.97,24.72,107.99,2188
0.15751,0.15751,0.15751,146.18,324.88,34.732,125.02,2189
0.15751,0.15751,0.15751,67.511,175.4,81.04,117.83,2190
0.15751,0.15751,0.15751,101.09,264.72,80.756,164.97,2191
0.15751,0.15751,0.15751,53.13,235.39,115.92,307.83,2192
0.15751,0.15751,0.15751,140.08,331.11,1.6755,190.66,2193
0.15751,0.15751,0.15751,172.34,133.54,74.119,40.973,2194
0.15751,0.15751,0.15751,24.429,216.55,55.72,309.08,2195
0.16068,0.13477,0.16068,120,69.501,97.342,73.08,2196
0.16501,0.069365,0.16501,30,0.55212,129.79,180.96,2197
0.14835,0.12472,0.14835,150,116.89,66.868,87.425,2198
0.080789,0.080789,0.080789,90,3.9979,144.48,139.72,2199
0.11776,0.10209,0.11776,60,92.055,100.23,54.468,2200
0.14013,0.084933,0.14013,120,156.24,173.88,142.95,2201
0.29343,0.22836,0.29343,170.18,311.27,150.78,104.41,2202
0.15782,0.11486,0.15782,90,29.005,80.946,71.158,2203
0.15782,0.11486,0.15782,90,13.087,37.179,199.12,2204
0.16068,0.13477,0.16068,60,149.63,78.875,82.03,2205
0.16068,0.13477,0.16068,60,41.99,69.834,163.17,2206
0.15751,0.15751,0.15751,162.63,1.0661,49.046,196.73,2207
0.15751,0.15751,0.15751,70.446,332.06,119.06,248.12,2208
0.15751,0.15751,0.15751,116.2,243.18,18.997,107.67,2209
0.15751,0.15751,0.15751,67.509,235.54,50.47,159.38,2210
0.15751,0.15751,0.15751,90,330.19,78.156,120.62,2211
0.15751,0.15751,0.15751,127.56,282.66,132.82,337.44,2212
0.16068,0.13477,0.16068,2.2271e-09,179.34,37.314,163.74,2213
0.31936,0.16524,0.31936,2.2756,319.05,161.49,112.84,2214
0.080789,0.080789,0.080789,85.448,182.75,35.703,222.55,2215
0.15558,0.096246,0.15558,78.436,308.35,75.063,97.524,2216
0.15558,0.096246,0.15558,18.436,295.96,123.55,343.92,2217
0.16501,0.069365,0.16501,90,40.463,69.221,40.351,2218
0.15558,0.096246,0.15558,101.56,181.23,48.746,176.27,2219
0.15782,0.11486,0.15782,90,182.87,78.012,345.44,2220
0.15782,0.11486,0.15782,90,327.88,127.4,26.403,2221
0.13768,0.10935,0.13768,60,145.85,82.554,163.25,2222
0.15558,0.096246,0.15558,78.436,295.4,124.8,344.58,2223
0.15782,0.11486,0.15782,150,85.06,78.649,67.716,2224
0.2265,0.12744,0.2265,120,143.29,20.605,153.09,2225
0.080789,0.080789,0.080789,137.43,141.72,20.841,156.29,2226
0.15751,0.15751,0.15751,74.317,176.91,166.65,274.15,2227
0.15751,0.15751,0.15751,162.71,122.35,22.572,5.6349,2228
0.15751,0.15751,0.15751,109.39,33.953,108.33,250.04,2229
0.15751,0.15751,0.15751,162.59,135.34,146.97,240,2230
0.15751,0.15751,0.15751,52.914,236.66,50.986,202.21,2231
0.15751,0.15751,0.15751,165,250.74,84.747,106.99,2232
0.15751,0.15751,0.15751,90,37.913,109.71,175.45,2233
0.16068,0.13477,0.16068,120,180.67,150.72,293.81,2234
0.15782,0.11486,0.15782,30,71.207,93.124,72.257,2235
0.22084,0.16196,0.22084,120,242.03,101.77,197.21,2236
0.080789,0.080789,0.080789,89.986,307.42,74.183,279.45,2237
0.16422,0.11267,0.16422,60,167.85,44.012,140.96,2238
4.8702,1.0398,4.8702,72.785,13.053,100.02,69.105,2239
6.3955,3.8669,6.3955,86.019,140.69,48.684,297.82,2240
0.16501,0.069365,0.16501,90,3.7756,99.75,158.79,2241
5.3302,3.402,5.3302,128.66,252.36,29.14,84.201,2242
0.16068,0.13477,0.16068,60,315.07,103.21,203.71,2243
0.13768,0.10935,0.13768,60,149.17,43.603,52.204,2244
0.15782,0.11486,0.15782,90,215.23,102.41,109.33,2245
0.16068,0.13477,0.16068,60,87.642,38.617,312.31,2246
0.14835,0.12472,0.14835,30,31.692,78.494,76.521,2247
0.27577,0.15423,0.27577,115.53,158.01,124.97,267.03,2248
0.16501,0.069365,0.16501,90,125.11,45.708,66.444,2249
6.7168,4.3112,6.7168,56.006,308.23,38.852,133.72,2250
0.15558,0.096246,0.15558,161.56,0.53493,129.56,180.77,2251
0.13768,0.10935,0.13768,1.7988e-10,200.24,92.095,95.572,2252
0.15558,0.096246,0.15558,101.56,3.6547,15.811,105.99,2253
0.11776,0.10209,0.11776,60,87.963,76.765,90.635,2254
0.080789,0.080789,0.080789,89.974,39.836,79.206,50.308,2255
0.11776,0.10209,0.11776,60,266.6,109.36,332.61,2256
0.11776,0.10209,0.11776,120,309.98,136.15,222.93,2257
0.30133,0.14302,0.30133,61.44,108.16,118.27,236.92,2258
0.15558,0.096246,0.15558,18.436,180.37,26.239,135.44,2259
0.30643,0.12774,0.30643,54.831,148.42,107.72,255.49,2260
1.8142,1.1917,1.8142,17.275,233.7,150.1,317.93,2261
0.13768,0.10935,0.13768,1.1067e-09,17.15,45.971,75.778,2262
0.13768,0.10935,0.13768,180,254.59,25.649,235.22,2263
0.14835,0.12472,0.14835,150,147.49,57.424,102.02,2264
0.29974,0.25883,0.29974,129.12,143.74,21.706,153.34,2265
0.16068,0.13477,0.16068,60,66.356,147.85,223.71,2266
0.15751,0.15751,0.15751,0,335.73,2.6856,69.334,2267
0.13768,0.10935,0.13768,60,357.18,134.37,75.499,2268
0.26956,0.14422,0.26956,161.62,31.158,154.9,194.35,2269
0.15558,0.096246,0.15558,78.436,40.325,80.621,164.53,2270
0.14013,0.084933,0.14013,1.8687e-09,160.7,17.431,148.07,2271
0.15558,0.096246,0.15558,18.436,200.16,30.371,231.38,2272
0.26767,0.13293,0.26767,134.45,282.66,104.08,227.7,2273
0.15782,0.11486,0.15782,90,24.4,32.893,47.583,2274
0.16501,0.069365,0.16501,90,179.28,137.96,69.618,2275
0.11776,0.10209,0.11776,120,20.152,36.529,215.74,2276
0.15751,0.15751,0.15751,154.37,190.9,73.43,321.78,2277
0.15751,0.15751,0.15751,90,165.56,74.098,130.85,2278
0.15751,0.15751,0.15751,124.63,189,89.285,112.12,2279
5.9272,3.7329,5.9272,56.237,150.86,107.2,246.21,2280
0.16422,0.11267,0.16422,60,15.405,97.378,70.258,2281
0.16422,0.11267,0.16422,60,154.15,123.76,82.702,2282
1.5964,0.6148,1.5964,58.888,354.87,72.34,85.182,2283
0.15558,0.096246,0.15558,78.436,193.75,77.022,108.87,2284
0.15782,0.11486,0.15782,150,93.03,123.07,52.246,2285
0.16068,0.13477,0.16068,180,207,112.11,291.37,2286
0.11776,0.10209,0.11776,120,20.435,150.91,172.79,2287
0.30016,0.11796,0.30016,168.81,0.93204,131.97,92.405,2288
0.11776,0.10209,0.11776,120,136.13,13.318,79.691,2289
0.14013,0.084933,0.14013,60,131.82,28.576,74.644,2290
0.52375,0.17589,0.52375,39.787,253.29,91.763,133.14,2291
0.080789,0.080789,0.080789,179.98,73.481,88.543,47.357,2292
0.080789,0.080789,0.080789,89.89,191.22,74.572,318.71,2293
0.16068,0.13477,0.16068,180,339.18,35.118,141.86,2294
0.25469,0.16755,0.25469,58.943,201.99,111.42,97.919,2295
0.30845,0.13783,0.30845,67.785,202.32,29.206,229.93,2296
0.11776,0.10209,0.11776,120,199.15,119.68,112.03,2297
0.15558,0.096246,0.15558,138.44,230.91,5.4696,354.77,2298
0.13768,0.10935,0.13768,180,211.5,46.216,158.42,2299
0.33749,0.18071,0.33749,84.94,61.423,116.82,112.76,2300
0.30265,0.15282,0.30265,176.29,268.91,127.19,160.18,2301
0.16422,0.11267,0.16422,7.1453e-15,29.523,73.06,78.679,2302
0.14835,0.12472,0.14835,30,261.53,27.983,142.74,2303
0.11776,0.10209,0.11776,60,153.2,175.3,138.64,2304
0.26767,0.13293,0.26767,134.45,1.1189,131.75,92.79,2305
0.080789,0.080789,0.080789,137.41,180.39,46.533,177.84,2306
